SiteCode,sdatetime,sdate,Year,Month,DOY,Sample_ID,Sample_Qualifier,Enterococci,Reporting_Limit,Lab_Qualifier,Bacteria,Bacteria_Flag,Rain24,Rain48,Salinity,Air_Temp,Water_Temp,Weather,Past24HR_Weather,Past48HR_Weather,Tide_Stage,Water_Surface,Current
WIL-01,2008-07-31T15:28:00Z,2008-07-31,2008,7,213,WIL-01 7/31/2008,NA,NA,10,U,10,TRUE,NA,0,32,20.3,14.6,OVERCAST,NA,NA,NA,NA,NA
WIL-01,2006-07-05T09:00:00Z,2006-07-05,2006,7,186,WIL-01 7/5/2006,NA,NA,10,U,10,TRUE,0,NA,25,25,15,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2007-07-05T09:50:00Z,2007-07-05,2007,7,186,WIL-01 7/5/2007,NA,20,10,NA,20,NA,0.38,NA,33,21.2,11.9,OVERCAST,LIGHT RAIN,NA,NA,CALM,NA
WIL-01,2005-07-06T09:15:00Z,2005-07-06,2005,7,187,WIL-01 7/6/2005,NA,41,10,NA,41,NA,0.1,NA,26,20,15,RAIN,LIGHT RAIN,NA,NA,NA,NA
WIL-01,2009-07-06T08:50:00Z,2009-07-06,2009,7,187,WIL-01 7/6/2009,NA,10,10,NA,10,NA,NA,0,22,23.3,16.4,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2003-07-07T10:05:00Z,2003-07-07,2003,7,188,WIL-01 7/7/2003,NA,NA,10,U,10,TRUE,0,NA,30,27,14,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2004-07-07T00:00:00Z,2004-07-07,2004,7,189,WIL-01 7/7/2004,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,CLEAR,NA,NA,NA,NA,NA
WIL-01,2005-07-07T00:00:00Z,2005-07-07,2005,7,188,WIL-01 7/7/2005,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,OVERCAST,NA,NA,NA,NA,NA
WIL-01,2008-07-07T09:20:00Z,2008-07-07,2008,7,189,WIL-01 7/7/2008,NA,31,10,NA,31,NA,NA,0,32,17.4,14.8,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2009-07-08T09:04:00Z,2009-07-08,2009,7,189,WIL-01 7/8/2009,NA,10000,10,NA,10000,NA,NA,3.72,12,13.4,14.3,RAIN,NA,HEAVY RAIN,NA,ROUGH,NA
WIL-01,2003-07-09T00:00:00Z,2003-07-09,2003,7,190,WIL-01 7/9/2003,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,OVERCAST,NA,NA,NA,NA,NA
WIL-01,2007-07-09T09:30:00Z,2007-07-09,2007,7,190,WIL-01 7/9/2007,NA,NA,10,U,10,TRUE,0.24,NA,33,16.6,12.7,RAIN,MEDIUM RAIN,NA,NA,CALM,NA
WIL-01,2008-07-09T09:29:00Z,2008-07-09,2008,7,191,WIL-01 7/9/2008,NA,NA,10,U,10,TRUE,NA,0,31,26.1,14.3,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2009-07-09T13:54:00Z,2009-07-09,2009,7,190,WIL-01 7/9/2009,NA,155,10,NA,155,NA,NA,0.96,18,19.2,16.4,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
WIL-01,2005-08-01T09:35:00Z,2005-08-01,2005,8,213,WIL-01 8/1/2005,NA,NA,10,U,10,TRUE,0.12,NA,30,23,16,CLEAR,LIGHT RAIN,NA,NA,NA,NA
WIL-01,2006-08-01T13:05:00Z,2006-08-01,2006,8,213,WIL-01 8/1/2006,NA,NA,10,U,10,TRUE,0.12,NA,26,26,17,CLEAR,LIGHT RAIN,NA,NA,CALM,NA
WIL-01,2007-08-01T09:42:00Z,2007-08-01,2007,8,213,WIL-01 8/1/2007,NA,10,10,NA,10,NA,0,NA,30,26.5,18.4,CLEAR,NA,NA,NA,NA,NA
WIL-01,2005-08-10T09:15:00Z,2005-08-10,2005,8,222,WIL-01 8/10/2005,NA,NA,10,U,10,TRUE,0,NA,29,28,17,CLEAR,NA,NA,NA,NA,NA
WIL-01,2009-08-10T09:27:00Z,2009-08-10,2009,8,222,WIL-01 8/10/2009,NA,NA,10,U,10,TRUE,NA,0,28,20.7,16.2,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2003-08-11T09:00:00Z,2003-08-11,2003,8,223,WIL-01 8/11/2003,NA,20,10,NA,20,NA,0,NA,NA,29,NA,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2004-08-11T09:10:00Z,2004-08-11,2004,8,224,WIL-01 8/11/2004,NA,10,10,NA,10,NA,0.26,NA,32,21,14,RAIN,MEDIUM RAIN,NA,NA,NA,NA
WIL-01,2008-08-11T09:30:00Z,2008-08-11,2008,8,224,WIL-01 8/11/2008,NA,30,10,NA,30,NA,NA,0.25,20,17.5,17.4,OVERCAST,NA,LIGHT RAIN,NA,ROUGH,NA
WIL-01,2009-08-12T09:21:00Z,2009-08-12,2009,8,224,WIL-01 8/12/2009,NA,NA,10,U,10,TRUE,NA,0,29,21.9,17.8,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2003-08-13T00:00:00Z,2003-08-13,2003,8,225,WIL-01 8/13/2003,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,OVERCAST,LIGHT RAIN,NA,NA,NA,NA
WIL-01,2007-08-13T09:40:00Z,2007-08-13,2007,8,225,WIL-01 8/13/2007,NA,10,10,NA,10,NA,0,NA,30,NA,17.1,OVERCAST,NA,NA,NA,CALM,NA
WIL-01,2008-08-13T09:27:00Z,2008-08-13,2008,8,226,WIL-01 8/13/2008,NA,NA,10,U,10,TRUE,NA,1.14,22,22.2,18.4,NA,NA,MEDIUM RAIN,NA,NA,NA
WIL-01,2006-08-14T09:15:00Z,2006-08-14,2006,8,226,WIL-01 8/14/2006,NA,NA,10,U,10,TRUE,NA,NA,32,19,16,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2005-08-15T09:10:00Z,2005-08-15,2005,8,227,WIL-01 8/15/2005,NA,728,10,NA,728,NA,0.75,NA,30,18,16,OVERCAST,HEAVY RAIN,NA,NA,NA,NA
WIL-01,2007-08-15T09:27:00Z,2007-08-15,2007,8,227,WIL-01 8/15/2007,NA,NA,10,U,10,TRUE,0,NA,32,23,17,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2004-08-16T10:00:00Z,2004-08-16,2004,8,229,WIL-01 8/16/2004,NA,20,10,NA,20,NA,0,NA,30,21,17,PARTLY CLOUDY,NA,NA,NA,NA,NA
WIL-01,2005-08-16T13:00:00Z,2005-08-16,2005,8,228,WIL-01 8/16/2005,NA,NA,10,U,10,TRUE,NA,NA,NA,21,16,PARTLY CLOUDY,NA,NA,NA,NA,NA
WIL-01,2005-08-17T10:10:00Z,2005-08-17,2005,8,229,WIL-01 8/17/2005,NA,20,10,NA,20,NA,NA,NA,30,22,16,PARTLY CLOUDY,NA,NA,NA,NA,NA
WIL-01,2006-08-17T09:00:00Z,2006-08-17,2006,8,229,WIL-01 8/17/2006,NA,41,10,NA,41,NA,NA,NA,34,22,14,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2009-08-17T09:19:00Z,2009-08-17,2009,8,229,WIL-01 8/17/2009,NA,NA,10,U,10,TRUE,NA,0,30,24.1,17.4,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2003-08-18T09:10:00Z,2003-08-18,2003,8,230,WIL-01 8/18/2003,NA,NA,10,U,10,TRUE,0,NA,34,24,16,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2004-08-18T09:00:00Z,2004-08-18,2004,8,231,WIL-01 8/18/2004,NA,211,10,NA,211,NA,0,NA,NA,22,30,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2008-08-18T09:20:00Z,2008-08-18,2008,8,231,WIL-01 8/18/2008,NA,52,10,NA,52,NA,NA,0.23,23,22,18.7,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-01,2004-08-19T14:10:00Z,2004-08-19,2004,8,232,WIL-01 8/19/2004,NA,NA,10,U,10,TRUE,0,NA,31,24,24,CLEAR,NA,NA,NA,NA,NA
WIL-01,2008-08-19T00:00:00Z,2008-08-19,2008,8,232,WIL-01 8/19/2008,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-01,2009-08-19T09:22:00Z,2009-08-19,2009,8,231,WIL-01 8/19/2009,NA,41,10,NA,41,NA,NA,0,30,27.2,16.1,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2004-08-02T10:00:00Z,2004-08-02,2004,8,215,WIL-01 8/2/2004,NA,31,10,NA,31,NA,0,NA,30,26,17.5,CLEAR,NA,NA,NA,NA,NA
WIL-01,2006-08-02T09:00:00Z,2006-08-02,2006,8,214,WIL-01 8/2/2006,NA,NA,10,U,10,TRUE,NA,NA,30,28,16,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2003-08-20T00:00:00Z,2003-08-20,2003,8,232,WIL-01 8/20/2003,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,CLEAR,NA,NA,NA,NA,NA
WIL-01,2007-08-20T09:10:00Z,2007-08-20,2007,8,232,WIL-01 8/20/2007,NA,NA,10,U,10,TRUE,NA,NA,32,14,16,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2008-08-20T09:15:00Z,2008-08-20,2008,8,233,WIL-01 8/20/2008,NA,10,10,NA,10,NA,NA,0,30,18,16.5,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2006-08-21T09:15:00Z,2006-08-21,2006,8,233,WIL-01 8/21/2006,NA,52,10,NA,52,NA,0.68,NA,32,18,16,OVERCAST,MEDIUM RAIN,NA,NA,CALM,NA
WIL-01,2005-08-22T09:40:00Z,2005-08-22,2005,8,234,WIL-01 8/22/2005,NA,20,10,NA,20,NA,NA,NA,NA,23,NA,PARTLY CLOUDY,NA,NA,NA,NA,NA
WIL-01,2007-08-22T09:25:00Z,2007-08-22,2007,8,234,WIL-01 8/22/2007,NA,10,10,NA,10,NA,NA,NA,32,14,16,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2004-08-23T09:50:00Z,2004-08-23,2004,8,236,WIL-01 8/23/2004,NA,10,10,NA,10,NA,NA,NA,32,20,15,CLEAR,NA,NA,NA,NA,NA
WIL-01,2006-08-23T09:00:00Z,2006-08-23,2006,8,235,WIL-01 8/23/2006,NA,NA,10,U,10,TRUE,NA,NA,28,22,16,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2005-08-24T09:20:00Z,2005-08-24,2005,8,236,WIL-01 8/24/2005,NA,NA,10,U,10,TRUE,NA,NA,31,20,17,OVERCAST,NA,NA,NA,NA,NA
WIL-01,2009-08-24T09:40:00Z,2009-08-24,2009,8,236,WIL-01 8/24/2009,NA,697,10,NA,697,NA,NA,2.5,29,23,16.6,PARTLY CLOUDY,NA,HEAVY RAIN,NA,CALM,NA
WIL-01,2003-08-25T12:45:00Z,2003-08-25,2003,8,237,WIL-01 8/25/2003,NA,NA,10,U,10,TRUE,0.04,NA,33,21,15,OVERCAST,LIGHT RAIN,NA,NA,NA,NA
WIL-01,2004-08-25T08:50:00Z,2004-08-25,2004,8,238,WIL-01 8/25/2004,NA,10,10,NA,10,NA,NA,NA,30,17,16,CLEAR,NA,NA,NA,NA,NA
WIL-01,2008-08-25T09:00:00Z,2008-08-25,2008,8,238,WIL-01 8/25/2008,NA,NA,10,U,10,TRUE,NA,0,31,19.7,13,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2009-08-26T09:53:00Z,2009-08-26,2009,8,238,WIL-01 8/26/2009,NA,10,10,NA,10,NA,NA,0,31,23,17,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2003-08-27T00:00:00Z,2003-08-27,2003,8,239,WIL-01 8/27/2003,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,PARTLY CLOUDY,NA,NA,NA,NA,NA
WIL-01,2007-08-27T09:20:00Z,2007-08-27,2007,8,239,WIL-01 8/27/2007,NA,20,10,NA,20,NA,NA,NA,32,20,17,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2008-08-27T09:20:00Z,2008-08-27,2008,8,240,WIL-01 8/27/2008,NA,NA,10,U,10,TRUE,NA,0,32,19.4,14.1,CLEAR,NA,NA,NA,NA,NA
WIL-01,2006-08-28T08:55:00Z,2006-08-28,2006,8,240,WIL-01 8/28/2006,NA,52,10,NA,52,NA,0.62,NA,34,17.5,15,OVERCAST,MEDIUM RAIN,NA,NA,CALM,NA
WIL-01,2005-08-29T09:20:00Z,2005-08-29,2005,8,241,WIL-01 8/29/2005,NA,NA,10,U,10,TRUE,0.49,NA,30,21,16,PARTLY CLOUDY,MEDIUM RAIN,NA,NA,NA,NA
WIL-01,2007-08-29T09:20:00Z,2007-08-29,2007,8,241,WIL-01 8/29/2007,NA,10,10,NA,10,NA,NA,NA,32,19,18,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2005-08-03T09:15:00Z,2005-08-03,2005,8,215,WIL-01 8/3/2005,NA,10,10,NA,10,NA,NA,NA,31,27,17,CLEAR,NA,NA,NA,NA,NA
WIL-01,2009-08-03T09:19:00Z,2009-08-03,2009,8,215,WIL-01 8/3/2009,NA,NA,10,U,10,TRUE,NA,0,17,21.4,18.5,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2004-08-30T09:15:00Z,2004-08-30,2004,8,243,WIL-01 8/30/2004,NA,10,10,NA,10,NA,NA,NA,30,22,16,CLEAR,NA,NA,NA,NA,NA
WIL-01,2006-08-30T09:30:00Z,2006-08-30,2006,8,242,WIL-01 8/30/2006,NA,NA,10,U,10,TRUE,0,NA,30,18,14,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2005-08-31T09:20:00Z,2005-08-31,2005,8,243,WIL-01 8/31/2005,NA,187,10,NA,187,NA,0.25,NA,30,23,16,OVERCAST,MEDIUM RAIN,NA,NA,NA,NA
WIL-01,2003-08-04T09:00:00Z,2003-08-04,2003,8,216,WIL-01 8/4/2003,NA,NA,10,U,10,TRUE,0,NA,32,18,13,OVERCAST,NA,NA,NA,CALM,NA
WIL-01,2004-08-04T09:30:00Z,2004-08-04,2004,8,217,WIL-01 8/4/2004,NA,10,10,NA,10,NA,0,NA,31,24,16.5,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2008-08-04T09:18:00Z,2008-08-04,2008,8,217,WIL-01 8/4/2008,NA,131,10,NA,131,NA,NA,2.09,27,20.7,15.8,OVERCAST,NA,HEAVY RAIN,NA,NA,NA
WIL-01,2008-08-05T11:41:00Z,2008-08-05,2008,8,218,WIL-01 8/5/2008,NA,10,10,NA,10,NA,NA,0.51,27,19.8,18.1,PARTLY CLOUDY,NA,MEDIUM RAIN,NA,CALM,NA
WIL-01,2009-08-05T09:23:00Z,2009-08-05,2009,8,217,WIL-01 8/5/2009,NA,10,10,NA,10,NA,NA,0,28,27.5,17.6,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2007-08-06T09:33:00Z,2007-08-06,2007,8,218,WIL-01 8/6/2007,NA,NA,10,U,10,TRUE,0,NA,34,19,17.1,OVERCAST,NA,NA,NA,CALM,NA
WIL-01,2008-08-06T09:28:00Z,2008-08-06,2008,8,219,WIL-01 8/6/2008,NA,NA,10,U,10,TRUE,NA,0,31,17.1,15.8,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2006-08-07T09:00:00Z,2006-08-07,2006,8,219,WIL-01 8/7/2006,NA,31,10,NA,31,NA,NA,NA,33,23,16.5,OVERCAST,NA,NA,NA,CALM,NA
WIL-01,2005-08-08T09:30:00Z,2005-08-08,2005,8,220,WIL-01 8/8/2005,NA,NA,10,U,10,TRUE,0,NA,29,25,17,CLEAR,NA,NA,NA,NA,NA
WIL-01,2007-08-08T09:09:00Z,2007-08-08,2007,8,220,WIL-01 8/8/2007,NA,134,10,NA,134,NA,0.38,NA,33,20.7,16.1,OVERCAST,MEDIUM RAIN,NA,NA,CALM,NA
WIL-01,2004-08-09T10:00:00Z,2004-08-09,2004,8,222,WIL-01 8/9/2004,NA,NA,10,U,10,TRUE,0,NA,30,25,15,CLEAR,NA,NA,NA,NA,NA
WIL-01,2006-08-09T09:00:00Z,2006-08-09,2006,8,221,WIL-01 8/9/2006,NA,NA,10,U,10,TRUE,NA,NA,32,22,16.5,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2007-08-09T13:30:00Z,2007-08-09,2007,8,221,WIL-01 8/9/2007,NA,NA,10,U,10,TRUE,0,NA,NA,NA,NA,PARTLY CLOUDY,NA,NA,NA,NA,NA
WIL-01,2004-09-01T09:00:00Z,2004-09-01,2004,9,245,WIL-01 9/1/2004,NA,10,10,NA,10,NA,0,NA,31,24,16,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2005-09-01T14:00:00Z,2005-09-01,2005,9,244,WIL-01 9/1/2005,NA,20,10,NA,20,NA,NA,NA,NA,NA,NA,PARTLY CLOUDY,NA,NA,NA,NA,NA
WIL-01,2010-06-14T09:33:00Z,2010-06-14,2010,6,165,WIL-01 6/14/2010,NA,10,10,NA,10,NA,NA,NA,30,17.39999962,12.600000380000001,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-01,2010-06-16T09:32:00Z,2010-06-16,2010,6,167,WIL-01 6/16/2010,NA,41,10,NA,41,NA,NA,0,32,15.399999619999999,13.100000380000001,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2010-06-02T09:30:00Z,2010-06-02,2010,6,153,WIL-01 6/2/2010,NA,NA,10,U,10,TRUE,NA,0.06,31,18.200000760000002,13.80000019,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-01,2010-06-21T09:30:00Z,2010-06-21,2010,6,172,WIL-01 6/21/2010,NA,NA,10,U,10,TRUE,NA,0,30,25.5,13.600000380000001,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2010-06-23T09:17:00Z,2010-06-23,2010,6,174,WIL-01 6/23/2010,NA,448,10,NA,448,NA,NA,0.21,31,19.5,13.100000380000001,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
WIL-01,2010-06-24T11:00:00Z,2010-06-24,2010,6,175,WIL-01 6/24/2010,NA,NA,10,U,10,TRUE,NA,0.25,31,27,17.10000038,PARTLY CLOUDY,NA,LIGHT RAIN,NA,NA,NA
WIL-01,2010-06-28T09:49:00Z,2010-06-28,2010,6,179,WIL-01 6/28/2010,NA,350,10,NA,350,NA,NA,0.44,30,16.10000038,14.30000019,OVERCAST,NA,HEAVY RAIN,NA,CALM,NA
WIL-01,2010-06-29T12:27:00Z,2010-06-29,2010,6,180,WIL-01 6/29/2010,NA,52,10,NA,52,NA,NA,0.51,30,15.69999981,14,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-01,2010-06-30T09:35:00Z,2010-06-30,2010,6,181,WIL-01 6/30/2010,NA,NA,10,U,10,TRUE,NA,0.07,30,22.200000760000002,14.100000380000001,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-01,2010-06-07T09:24:00Z,2010-06-07,2010,6,158,WIL-01 6/7/2010,NA,NA,10,U,10,TRUE,NA,1.45,29,19.39999962,15,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
WIL-01,2010-06-09T09:11:00Z,2010-06-09,2010,6,160,WIL-01 6/9/2010,NA,NA,10,U,10,TRUE,NA,0,30,22.299999239999998,15.100000380000001,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2010-07-12T09:26:00Z,2010-07-12,2010,7,193,WIL-01 7/12/2010,NA,NA,10,U,10,TRUE,NA,0.38,31,NA,NA,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-01,2010-07-14T09:35:00Z,2010-07-14,2010,7,195,WIL-01 7/14/2010,NA,2613,10,NA,2613,NA,NA,2.28,30,NA,NA,OVERCAST,NA,HEAVY RAIN,NA,CALM,NA
WIL-01,2010-07-15T12:11:00Z,2010-07-15,2010,7,196,WIL-01 7/15/2010,NA,80,10,NA,80,NA,NA,2.28,31,25,15.399999619999999,PARTLY CLOUDY,NA,HEAVY RAIN,NA,CALM,NA
WIL-01,2010-07-19T09:22:00Z,2010-07-19,2010,7,200,WIL-01 7/19/2010,NA,10,10,NA,10,NA,NA,0,33,26.200000760000002,16,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2010-07-21T09:21:00Z,2010-07-21,2010,7,202,WIL-01 7/21/2010,NA,NA,10,U,10,TRUE,NA,0,31,24,17.5,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2010-07-26T09:22:00Z,2010-07-26,2010,7,207,WIL-01 7/26/2010,NA,30,10,NA,30,NA,NA,0.25,30,22,17.5,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-01,2010-07-28T09:27:00Z,2010-07-28,2010,7,209,WIL-01 7/28/2010,NA,10,10,NA,10,NA,NA,0,31,NA,17.200000760000002,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2010-07-06T09:24:00Z,2010-07-06,2010,7,187,WIL-01 7/6/2010,NA,NA,10,U,10,TRUE,NA,0,31,21.200000760000002,16,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2010-07-07T09:24:00Z,2010-07-07,2010,7,188,WIL-01 7/7/2010,NA,NA,10,U,10,TRUE,NA,0,30,21.60000038,20.799999239999998,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2010-08-11T09:29:00Z,2010-08-11,2010,8,223,WIL-01 8/11/2010,NA,10,10,NA,10,NA,NA,0,32,22,17.5,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2010-08-16T09:19:00Z,2010-08-16,2010,8,228,WIL-01 8/16/2010,NA,109,10,NA,109,NA,NA,0.1,35,19,17.5,RAIN,NA,MEDIUM RAIN,NA,CALM,NA
WIL-01,2010-08-17T12:45:00Z,2010-08-17,2010,8,229,WIL-01 8/17/2010,NA,52,10,NA,52,NA,NA,0,33,23,18,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-01,2010-08-18T09:40:00Z,2010-08-18,2010,8,230,WIL-01 8/18/2010,NA,NA,10,U,10,TRUE,NA,0,34,NA,17,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2010-08-02T09:24:00Z,2010-08-02,2010,8,214,WIL-01 8/2/2010,NA,20,10,NA,20,NA,NA,0,32,21,17.5,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2010-08-23T09:31:00Z,2010-08-23,2010,8,235,WIL-01 8/23/2010,NA,NA,10,U,10,TRUE,NA,0.08,33,17,16.5,RAIN,NA,MEDIUM RAIN,NA,ROUGH,NA
WIL-01,2010-08-24T00:00:00Z,2010-08-24,2010,8,236,WIL-01 8/24/2010,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-01,2010-08-25T09:22:00Z,2010-08-25,2010,8,237,WIL-01 8/25/2010,NA,20,10,NA,20,NA,NA,2.4,31,NA,17.5,RAIN,NA,HEAVY RAIN,NA,NA,NA
WIL-01,2010-08-26T00:00:00Z,2010-08-26,2010,8,238,WIL-01 8/26/2010,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,CLEAR,NA,HEAVY RAIN,NA,CALM,NA
WIL-01,2010-08-04T09:22:00Z,2010-08-04,2010,8,216,WIL-01 8/4/2010,NA,NA,10,U,10,TRUE,NA,0,32,NA,16.5,CLEAR,NA,NA,NA,CALM,NA
WIL-01,2010-08-09T09:35:00Z,2010-08-09,2010,8,221,WIL-01 8/9/2010,NA,10,10,NA,10,NA,NA,0,33,24,15.19999981,CLEAR,NA,NA,NA,CALM,NA
WIL-02,2005-03-28T12:40:00Z,2005-03-28,2005,3,87,WIL-02 3/28/2005,NA,299,10,NA,299,NA,NA,NA,NA,NA,NA,RAIN,NA,NA,NA,NA,NA
WIL-02,2005-03-29T13:00:00Z,2005-03-29,2005,3,88,WIL-02 3/29/2005,NA,20,10,NA,20,NA,2.2,NA,NA,NA,NA,CLEAR,HEAVY RAIN,NA,NA,NA,NA
WIL-02,2004-04-13T09:05:00Z,2004-04-13,2004,4,104,WIL-02 4/13/2004,NA,NA,10,U,10,TRUE,2,NA,NA,NA,NA,OVERCAST,MEDIUM RAIN,NA,NA,NA,NA
WIL-02,2005-04-27T14:10:00Z,2005-04-27,2005,4,117,WIL-02 4/27/2005,NA,NA,10,U,10,TRUE,0,NA,32,12,7,RAIN,MEDIUM RAIN,NA,NA,NA,NA
WIL-02,2004-05-24T13:20:00Z,2004-05-24,2004,5,145,WIL-02 5/24/2004,NA,558,10,NA,558,NA,0.87,NA,NA,NA,NA,OVERCAST,MEDIUM RAIN,NA,NA,NA,NA
WIL-02,2004-05-26T13:05:00Z,2004-05-26,2004,5,147,WIL-02 5/26/2004,NA,NA,10,U,10,TRUE,0.02,NA,NA,NA,NA,OVERCAST,LIGHT RAIN,NA,NA,NA,NA
WIL-02,2006-05-30T11:27:00Z,2006-05-30,2006,5,150,WIL-02 5/30/2006,NA,10,10,NA,10,NA,NA,NA,26,NA,NA,PARTLY CLOUDY,NA,NA,NA,NA,NA
WIL-02,2004-05-04T13:55:00Z,2004-05-04,2004,5,125,WIL-02 5/4/2004,NA,NA,10,U,10,TRUE,1,NA,NA,NA,NA,OVERCAST,LIGHT RAIN,NA,NA,NA,NA
WIL-02,2005-06-01T09:50:00Z,2005-06-01,2005,6,152,WIL-02 6/1/2005,NA,NA,10,U,10,TRUE,0,NA,25,16,11,CLEAR,NA,NA,NA,NA,NA
WIL-02,2006-06-01T09:35:00Z,2006-06-01,2006,6,152,WIL-02 6/1/2006,NA,20,10,NA,20,NA,NA,NA,31,14,11,OVERCAST,NA,NA,NA,NA,NA
WIL-02,2009-06-10T09:06:00Z,2009-06-10,2009,6,161,WIL-02 6/10/2009,NA,NA,10,U,10,TRUE,NA,0.31,31,11.5,11.5,RAIN,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2003-06-11T08:25:00Z,2003-06-11,2003,6,162,WIL-02 6/11/2003,NA,NA,10,U,10,TRUE,0,NA,32,18,9,PARTLY CLOUDY,NA,NA,NA,NA,NA
WIL-02,2007-06-11T09:25:00Z,2007-06-11,2007,6,162,WIL-02 6/11/2007,NA,NA,10,U,10,TRUE,0,NA,30,23.1,11.9,CLEAR,NA,NA,NA,CALM,NA
WIL-02,2008-06-11T09:18:00Z,2008-06-11,2008,6,163,WIL-02 6/11/2008,NA,NA,10,U,10,TRUE,NA,0.1,29,17.1,11.6,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2006-06-12T09:20:00Z,2006-06-12,2006,6,163,WIL-02 6/12/2006,NA,20,10,NA,20,NA,0.26,NA,25,22,18,CLEAR,LIGHT RAIN,NA,NA,CALM,NA
WIL-02,2005-06-13T10:35:00Z,2005-06-13,2005,6,164,WIL-02 6/13/2005,NA,NA,10,U,10,TRUE,NA,NA,25,27,17,OVERCAST,NA,NA,NA,NA,NA
WIL-02,2007-06-13T09:30:00Z,2007-06-13,2007,6,164,WIL-02 6/13/2007,NA,185,10,NA,185,NA,0.05,NA,28,11.5,13,RAIN,LIGHT RAIN,NA,NA,ROUGH,NA
WIL-02,2004-06-14T09:50:00Z,2004-06-14,2004,6,166,WIL-02 6/14/2004,NA,10,10,NA,10,NA,0,NA,33,19,11,OVERCAST,NA,NA,NA,NA,NA
WIL-02,2006-06-14T09:40:00Z,2006-06-14,2006,6,165,WIL-02 6/14/2006,NA,NA,10,U,10,TRUE,0,NA,22,23,16,CLEAR,NA,NA,NA,CALM,NA
